time,ax,ay,az,atotal
0.691,-0.54,-0.44,2.03,2.15
0.701,-0.29,-0.37,1.90,1.96
0.711,0.15,-0.15,1.88,1.90
0.721,0.62,0.09,1.84,1.94
0.731,0.96,0.30,1.76,2.03
0.741,1.10,0.40,1.64,2.01
0.751,1.19,0.43,1.54,2.00
0.761,1.15,0.50,1.55,2.00
0.771,1.14,0.56,1.74,2.16
0.781,1.17,0.58,2.12,2.49
0.791,1.22,0.65,2.57,2.92
0.801,1.29,0.63,2.83,3.18
0.811,1.49,0.56,2.97,3.37
0.821,2.08,0.43,2.67,3.41
0.831,3.10,0.35,2.12,3.77
0.841,3.98,0.43,1.54,4.29
0.851,4.21,0.71,0.83,4.35
0.861,3.43,1.23,0.14,3.64
0.871,1.59,1.76,-0.10,2.37
0.881,-0.35,2.23,0.12,2.26
0.891,-1.74,2.56,0.70,3.17
0.901,-2.53,2.59,1.14,3.79
0.911,-2.90,2.21,1.22,3.85
0.921,-2.91,1.50,0.90,3.39
0.931,-2.73,0.53,0.30,2.80
0.941,-2.53,-0.55,-0.47,2.63
0.951,-2.23,-1.62,-1.29,3.04
0.961,-1.57,-2.55,-2.07,3.64
0.971,-0.60,-3.19,-2.54,4.12
0.981,0.45,-3.37,-2.64,4.31
0.991,1.44,-3.03,-2.48,4.17
1.001,2.10,-2.27,-2.15,3.77
1.011,2.21,-1.21,-1.80,3.09
1.021,1.73,-0.02,-1.37,2.21
1.031,0.80,1.08,-0.94,1.64
1.041,-0.34,1.92,-0.55,2.03
1.051,-1.36,2.31,-0.25,2.69
1.061,-2.04,2.14,-0.01,2.96
1.071,-2.15,1.55,0.05,2.65
1.081,-1.78,0.78,0.10,1.94
1.091,-1.11,0.10,0.15,1.12
1.101,-0.56,-0.46,0.15,0.74
1.111,-0.18,-0.78,0.13,0.81
1.121,-0.15,-0.90,0.11,0.92
1.131,-0.46,-0.86,0.11,0.98
1.141,-0.90,-0.74,0.11,1.17
1.151,-1.28,-0.60,0.12,1.42
1.161,-1.55,-0.57,0.20,1.66
1.171,-1.57,-0.58,0.33,1.71
1.181,-1.50,-0.61,0.48,1.69
1.191,-1.30,-0.67,0.68,1.61
1.201,-0.98,-0.80,0.82,1.51
1.211,-0.79,-0.95,0.84,1.50
1.221,-0.79,-0.99,0.82,1.51
1.231,-0.92,-0.90,0.85,1.54
1.241,-1.08,-0.76,0.83,1.55
1.251,-1.21,-0.56,0.84,1.58
1.261,-1.21,-0.46,0.90,1.58
1.271,-1.03,-0.46,1.00,1.51
1.281,-0.76,-0.49,1.11,1.43
1.291,-0.38,-0.44,1.18,1.31
1.301,0.14,-0.33,1.23,1.28
1.311,0.70,-0.22,1.38,1.56
1.321,1.19,-0.09,1.63,2.02
1.331,1.37,0.05,1.82,2.28
1.341,1.19,0.13,1.76,2.13
1.351,0.80,0.09,1.55,1.75
1.361,0.53,-0.02,1.38,1.48
1.371,0.48,-0.10,1.35,1.44
1.381,0.57,-0.07,1.63,1.73
1.391,0.75,-0.07,2.03,2.16
1.401,0.75,-0.38,2.36,2.50
1.411,0.75,-0.91,2.68,2.93
1.421,0.82,-1.51,2.89,3.36
1.431,0.79,-2.01,3.00,3.70
1.441,0.72,-2.23,3.19,3.96
1.451,0.53,-2.11,3.26,3.92
1.461,0.10,-1.55,2.90,3.29
1.471,-0.12,-0.28,1.69,1.71
1.481,0.54,1.19,0.40,1.37
1.491,1.66,2.34,-0.57,2.93
1.501,2.34,2.72,-1.60,3.93
1.511,2.32,2.16,-2.95,4.33
1.521,1.83,1.15,-4.33,4.84
1.531,1.18,0.05,-5.12,5.25
1.541,0.40,-0.74,-5.45,5.52
1.551,-0.08,-0.82,-5.81,5.87
1.561,-0.01,-0.22,-6.09,6.10
1.571,0.56,0.78,-6.00,6.08
1.581,0.71,1.66,-5.45,5.74
1.591,0.12,2.24,-4.34,4.89
1.601,-0.52,2.43,-2.71,3.68
1.611,-0.95,2.01,-1.28,2.57
1.621,-0.85,1.12,-0.35,1.45
1.631,-0.35,0.05,0.25,0.43
1.641,0.10,-0.94,0.74,1.20
1.651,0.48,-1.73,1.16,2.13
1.661,0.58,-2.33,1.18,2.68
1.671,0.40,-2.70,0.74,2.83
1.681,0.01,-2.57,0.22,2.58
1.691,-0.59,-1.90,-0.16,2.00
1.701,-1.27,-0.94,-0.26,1.60
1.711,-1.88,0.06,-0.03,1.89
1.721,-2.28,0.90,0.28,2.47
1.731,-2.39,1.44,0.51,2.84
1.741,-2.28,1.67,0.65,2.90
1.751,-2.00,1.68,0.67,2.69
1.761,-1.68,1.47,0.53,2.29
1.771,-1.35,1.13,0.39,1.81
1.781,-1.16,0.73,0.40,1.43
1.791,-1.11,0.41,0.59,1.33
1.801,-1.39,0.16,0.79,1.60
1.811,-2.05,-0.02,0.83,2.21
1.821,-2.32,-0.06,0.82,2.46
1.831,-2.33,0.04,0.57,2.40
1.841,-2.26,0.32,0.27,2.30
1.851,-1.80,0.66,0.21,1.93
1.861,-1.00,0.94,0.20,1.39
1.871,-0.20,1.05,0.27,1.11
1.881,0.45,0.98,0.37,1.14
1.891,0.90,0.80,0.65,1.37
1.901,1.16,0.54,1.11,1.69
1.911,1.11,0.32,1.39,1.80
1.921,0.88,0.24,1.33,1.62
1.931,0.81,0.28,1.34,1.59
1.941,0.94,0.32,1.74,2.01
1.951,0.93,0.19,2.25,2.44
1.961,0.77,-0.07,2.22,2.35
1.971,0.77,-0.12,1.49,1.68
1.981,1.12,0.53,1.04,1.62
1.991,1.49,1.72,1.52,2.73
2.001,1.74,2.84,2.41,4.11
2.012,1.43,3.52,3.12,4.92
2.021,0.47,3.47,3.52,4.96
2.031,-0.58,2.72,3.64,4.59
2.041,-1.22,1.31,3.34,3.78
2.052,-0.71,-0.50,2.07,2.24
2.061,1.11,-1.97,-0.14,2.26
2.072,2.78,-2.50,-1.87,4.18
2.082,3.84,-2.16,-2.97,5.32
2.092,4.15,-1.35,-3.56,5.63
2.102,3.09,-0.27,-3.44,4.63
2.112,1.24,0.63,-3.38,3.65
2.121,-0.46,0.90,-3.46,3.61
2.132,-1.57,0.55,-3.59,3.96
2.142,-1.92,-0.08,-3.64,4.11
2.152,-1.57,-0.60,-3.25,3.65
2.161,-0.70,-0.82,-2.39,2.63
2.172,0.20,-0.84,-1.37,1.62
2.182,1.08,-0.71,-0.57,1.42
2.192,1.79,-0.48,-0.21,1.86
2.202,2.02,-0.14,-0.31,2.05
2.212,2.03,0.28,-0.55,2.12
2.222,1.79,0.76,-0.66,2.05
2.232,1.12,1.19,-0.46,1.69
2.242,0.08,1.38,-0.18,1.40
2.252,-1.14,1.26,-0.08,1.70
2.262,-2.17,0.86,-0.16,2.34
2.272,-2.96,0.38,-0.17,2.99
2.282,-3.33,-0.09,-0.04,3.34
2.292,-3.28,-0.54,0.16,3.33
2.302,-2.93,-0.89,0.21,3.07
2.312,-2.50,-1.15,0.28,2.76
2.322,-2.15,-1.36,0.44,2.58
2.332,-2.00,-1.53,0.62,2.59
2.342,-2.00,-1.62,0.68,2.66
2.352,-2.14,-1.63,0.56,2.75
2.362,-2.43,-1.54,0.17,2.89
2.372,-2.68,-1.41,-0.30,3.04
2.382,-2.73,-1.23,-0.64,3.06
2.392,-2.56,-1.06,-0.64,2.84
2.402,-2.30,-0.89,-0.31,2.48
2.412,-1.98,-0.75,-0.02,2.12
2.422,-1.57,-0.66,0.14,1.71
2.432,-0.93,-0.51,0.27,1.09
2.442,-0.09,-0.32,0.46,0.57
2.452,0.65,-0.04,0.81,1.05
2.462,1.03,0.20,1.26,1.64
2.472,1.17,0.23,1.23,1.71
2.482,1.17,0.10,1.19,1.67
2.492,1.26,-0.25,1.35,1.86
2.502,1.47,-0.66,1.57,2.25
2.512,1.99,-0.85,1.95,2.91
2.522,2.42,-0.69,2.19,3.34
2.532,2.12,-0.46,2.54,3.34
2.542,1.58,-0.44,3.00,3.42
2.552,0.93,-0.78,3.30,3.52
2.562,0.45,-1.34,3.66,3.92
2.572,0.44,-1.75,4.14,4.52
2.582,0.74,-1.80,4.31,4.73
2.592,1.24,-1.28,3.90,4.29
2.602,2.39,-0.03,2.49,3.46
2.612,3.73,1.08,1.13,4.04
2.622,4.31,1.91,-0.24,4.72
2.632,3.77,2.22,-1.55,4.65
2.642,2.79,1.83,-3.19,4.61
2.652,1.94,1.05,-4.05,4.61
2.662,0.84,-0.09,-4.39,4.47
2.672,-0.64,-1.18,-4.83,5.02
2.682,-1.67,-1.54,-5.02,5.51
2.692,-1.66,-1.01,-4.96,5.33
2.702,-0.97,-0.06,-4.85,4.95
2.712,-0.45,0.88,-4.60,4.70
2.722,-0.52,1.41,-3.64,3.93
2.732,-0.77,1.45,-2.05,2.63
2.742,-0.82,1.17,-0.52,1.52
2.752,-0.38,0.66,0.59,0.96
2.762,-0.12,0.02,1.14,1.14
2.772,0.42,-0.57,1.45,1.62
2.782,0.66,-1.19,1.38,1.94
2.792,0.39,-1.62,0.90,1.89
2.802,-0.11,-1.56,0.54,1.66
2.812,-0.60,-1.10,0.04,1.25
2.822,-1.11,-0.44,-0.35,1.24
2.832,-1.39,0.22,-0.40,1.46
2.842,-1.68,0.76,-0.35,1.88
2.852,-2.08,1.22,-0.16,2.42
2.862,-2.28,1.50,0.14,2.73
2.872,-2.32,1.48,0.26,2.76
2.882,-2.18,1.21,0.28,2.51
2.892,-2.04,0.79,0.30,2.21
2.902,-2.12,0.31,0.27,2.16
2.912,-2.47,-0.12,0.29,2.49
2.922,-2.78,-0.44,0.34,2.84
2.932,-2.88,-0.58,0.28,2.95
2.942,-2.89,-0.53,0.19,2.94
2.952,-2.61,-0.26,0.03,2.62
2.962,-2.06,0.18,-0.17,2.07
2.972,-1.45,0.75,-0.23,1.64
2.982,-0.81,1.29,-0.22,1.54
2.992,-0.31,1.66,-0.20,1.70
3.002,0.10,1.79,-0.04,1.79
3.012,0.41,1.71,0.37,1.80
3.022,0.56,1.52,0.83,1.82
3.032,0.54,1.27,1.07,1.74
3.042,0.66,1.05,1.11,1.66
3.052,0.94,1.04,1.13,1.80
3.062,1.17,1.23,1.46,2.24
3.072,1.28,1.38,2.18,2.88
3.082,1.02,1.04,2.42,2.82
3.092,0.85,0.51,1.84,2.09
3.102,1.19,0.33,1.26,1.76
3.112,2.06,0.62,1.20,2.47
3.122,2.60,1.19,1.96,3.46
3.132,2.40,1.63,3.08,4.23
3.142,1.17,1.66,3.66,4.19
3.152,0.18,1.45,3.82,4.09
3.162,0.29,0.55,3.36,3.41
3.172,2.14,-1.07,1.93,3.08
3.182,4.69,-2.60,0.33,5.37
3.192,6.06,-3.53,-1.90,7.27
3.202,5.95,-3.55,-4.60,8.32
3.212,4.47,-2.35,-5.52,7.49
3.222,1.98,-0.27,-4.98,5.36
3.232,-0.78,1.54,-4.55,4.86
3.242,-2.70,2.55,-4.20,5.60
3.252,-3.27,2.75,-3.12,5.29
3.262,-2.86,2.21,-1.61,3.95
3.272,-1.71,1.10,-0.34,2.06
3.282,-0.25,-0.07,0.32,0.41
3.292,0.94,-0.98,0.55,1.46
3.302,1.90,-1.54,0.64,2.53
3.312,2.54,-1.79,0.52,3.15
3.322,2.17,-1.62,-0.16,2.71
3.332,1.10,-1.02,-0.48,1.57
3.342,0.34,-0.28,-0.57,0.72
3.352,-1.08,0.40,-0.81,1.41
3.363,-2.57,0.91,-0.68,2.81
3.372,-3.52,1.05,-0.39,3.69
3.382,-4.06,0.77,-0.32,4.14
3.392,-4.17,0.17,-0.39,4.19
3.402,-3.90,-0.58,-0.42,3.96
3.412,-3.39,-1.27,-0.45,3.65
3.422,-2.82,-1.83,-0.50,3.39
3.432,-2.57,-2.13,-0.52,3.38
3.442,-2.60,-2.04,-0.55,3.35
3.453,-2.61,-1.75,-0.55,3.19
3.463,-2.67,-1.33,-0.64,3.05
3.473,-3.21,-0.91,-0.40,3.36
3.483,-3.22,-0.70,0.03,3.30
3.493,-2.49,-0.86,0.24,2.65
3.502,-2.17,-1.10,0.49,2.48
3.513,-1.65,-1.23,0.72,2.18
3.522,-0.85,-1.19,0.85,1.69
3.533,0.11,-1.01,0.99,1.41
3.542,0.98,-0.66,1.33,1.78
3.552,1.57,-0.26,1.79,2.39
3.562,1.72,0.03,2.09,2.71
3.573,1.32,-0.02,2.20,2.56
3.583,0.85,-0.38,2.09,2.29
3.593,0.98,-0.72,1.93,2.28
3.603,1.62,-0.69,1.92,2.61
3.613,2.14,-0.28,2.17,3.06
3.622,2.32,0.11,2.74,3.60
3.633,2.28,-0.11,3.17,3.91
3.643,2.07,-0.93,3.36,4.05
3.653,1.84,-1.86,3.65,4.49
3.663,1.61,-2.39,4.24,5.13
3.673,1.21,-2.36,4.53,5.25
3.683,0.93,-1.50,3.57,3.98
3.693,1.91,0.24,1.31,2.32
3.703,4.04,1.92,-0.84,4.55
3.713,4.95,2.99,-2.31,6.23
3.723,3.63,3.04,-3.32,5.78
3.733,2.21,2.27,-4.31,5.35
3.743,1.15,0.93,-5.70,5.89
3.753,0.56,-0.47,-6.57,6.61
3.763,0.28,-1.03,-6.26,6.35
3.773,0.29,-0.63,-5.54,5.58
3.783,0.67,0.33,-4.79,4.85
3.793,1.01,1.27,-3.38,3.75
3.803,0.84,1.75,-1.49,2.45
3.813,0.41,1.65,-0.07,1.70
3.823,0.08,1.17,0.61,1.32
3.833,-0.07,0.50,0.75,0.91
3.843,-1.10,-0.12,0.50,1.21
3.853,-0.46,-0.50,0.60,0.91
3.863,-0.70,-1.06,0.12,1.28
3.873,-1.61,-1.54,-0.71,2.34
3.883,-1.63,-1.62,-0.80,2.43
3.893,-1.88,-1.55,-0.71,2.54
3.903,-2.17,-1.23,-0.86,2.64
3.913,-2.64,-0.72,-0.70,2.83
3.923,-2.95,-0.11,-0.31,2.97
3.933,-3.12,0.43,-0.05,3.15
3.943,-3.21,0.81,0.08,3.31
3.953,-3.06,0.91,0.04,3.19
3.963,-2.89,0.81,-0.11,3.00
3.973,-2.66,0.57,-0.21,2.73
3.983,-2.36,0.33,-0.22,2.39
3.990,-2.36,0.34,-0.23,2.39
4.000,-2.01,0.25,-0.02,2.02
4.010,-1.99,0.31,0.33,2.04
4.020,-2.11,0.47,0.70,2.28
4.030,-2.11,0.65,1.14,2.48
4.040,-2.13,0.72,1.39,2.64
4.050,-2.25,0.61,1.41,2.73
4.060,-2.06,0.28,1.11,2.36
4.070,-1.51,-0.03,0.76,1.69
4.080,-0.81,-0.13,0.60,1.01
4.090,-0.00,0.03,0.79,0.79
4.100,0.91,0.32,0.89,1.31
4.110,1.82,0.88,0.88,2.21
4.120,2.31,1.75,1.17,3.12
4.130,2.14,2.50,1.68,3.70
4.140,1.21,2.60,1.72,3.34
4.150,0.39,2.00,0.79,2.19
4.160,0.32,1.30,-0.13,1.35
4.170,1.23,1.16,0.27,1.71
4.180,2.50,1.67,1.90,3.56
4.190,2.69,2.21,3.69,5.07
4.200,1.66,2.30,4.79,5.57
4.210,0.39,1.63,5.00,5.28
4.220,-0.91,-0.05,4.51,4.60
4.230,-0.70,-2.49,2.74,3.76
4.240,1.58,-4.40,-0.26,4.69
4.250,4.16,-4.86,-2.87,7.01
4.260,6.11,-3.98,-4.75,8.70
4.270,6.65,-2.34,-5.83,9.15
4.280,5.30,-0.15,-5.57,7.69
4.290,2.88,1.98,-5.09,6.17
4.300,0.37,3.31,-4.58,5.66
4.310,-1.55,3.66,-3.84,5.53
4.321,-1.97,3.06,-2.61,4.47
4.330,-1.30,1.76,-1.17,2.48
4.340,-0.36,0.10,-0.23,0.44
4.354,0.95,-2.21,-0.12,2.41
4.364,1.62,-1.93,-0.25,2.53
4.374,2.09,-0.86,-0.38,2.29
4.384,1.81,0.49,-0.72,2.01
4.394,0.06,1.64,-0.81,1.83
4.404,-0.88,2.23,-0.29,2.41
4.414,-2.49,2.25,-0.41,3.38
4.424,-4.08,1.85,-0.46,4.51
4.434,-4.57,1.25,-0.35,4.75
4.444,-4.86,0.45,-0.37,4.89
4.454,-5.07,-0.26,-0.35,5.09
4.464,-4.80,-0.81,-0.08,4.87
4.474,-4.04,-1.25,0.24,4.24
4.484,-3.35,-1.58,0.40,3.73
4.494,-2.91,-1.78,0.45,3.44
4.504,-1.92,-1.89,0.48,2.74
4.514,-1.46,-1.73,0.26,2.28
4.525,-1.51,-1.37,0.25,2.05
4.534,-1.40,-0.93,0.49,1.75
4.544,-1.31,-0.54,0.90,1.68
4.554,-1.27,-0.34,1.26,1.82
4.564,-1.09,-0.26,1.38,1.78
4.574,-0.66,-0.19,1.49,1.64
4.584,-0.12,-0.05,1.63,1.64
4.594,0.36,0.18,1.75,1.79
4.604,0.75,0.33,2.00,2.16
4.614,0.87,0.21,2.22,2.40
4.624,0.80,-0.29,2.32,2.47
4.634,1.10,-0.97,1.71,2.25
4.644,1.40,-1.41,1.36,2.40
4.654,1.52,-1.39,2.07,2.92
4.664,1.41,-1.17,2.92,3.45
4.675,1.26,-0.96,3.48,3.83
4.684,1.15,-0.82,4.06,4.30
4.695,1.21,-0.81,4.69,4.91
4.704,1.23,-0.80,4.86,5.08
4.715,1.05,-0.73,4.20,4.39
4.725,1.36,0.11,1.81,2.27
4.735,2.94,1.56,-0.94,3.46
4.744,4.82,2.87,-2.04,5.97
4.755,4.78,3.57,-2.60,6.51
4.765,3.54,3.22,-3.92,6.19
4.775,2.06,1.92,-5.50,6.18
4.784,1.00,0.05,-6.44,6.52
4.795,0.23,-1.88,-6.59,6.86
4.805,-0.20,-3.07,-6.36,7.06
4.815,0.26,-2.77,-5.83,6.46
4.825,0.73,-1.20,-4.63,4.84
4.835,1.03,0.73,-2.87,3.14
4.845,1.14,2.15,-0.87,2.58
4.855,1.14,2.67,0.51,2.95
4.865,1.20,2.40,1.28,2.98
4.875,0.80,1.43,1.46,2.20
4.885,0.15,0.47,1.67,1.74
4.895,0.21,-0.39,1.58,1.64
4.905,-0.97,-1.36,0.77,1.84
4.915,-1.86,-1.99,0.29,2.74
4.925,-2.26,-2.21,-0.19,3.16
4.935,-2.84,-2.03,-0.66,3.55
4.945,-3.21,-1.42,-0.69,3.58
4.955,-3.36,-0.56,-0.47,3.44
4.965,-3.32,0.31,-0.30,3.35
4.975,-3.29,0.98,-0.12,3.44
4.985,-3.13,1.32,-0.01,3.40
4.995,-3.06,1.34,-0.07,3.34
5.005,-3.06,1.22,-0.07,3.30
5.015,-2.91,1.05,0.09,3.10
5.025,-2.78,0.83,0.35,2.93
5.035,-2.64,0.66,0.69,2.81
5.045,-2.47,0.60,0.93,2.71
5.055,-2.31,0.70,1.03,2.62
5.065,-2.11,0.91,1.00,2.51
5.075,-1.83,1.16,0.93,2.35
5.085,-1.22,1.35,0.91,2.03
5.095,-0.35,1.35,0.89,1.66
5.105,0.57,1.20,0.96,1.64
5.115,1.23,0.92,0.98,1.82
5.125,1.64,0.69,0.84,1.97
5.135,1.86,0.72,0.86,2.17
5.145,1.77,0.94,1.25,2.36
5.155,1.22,1.19,1.78,2.47
5.165,0.36,1.09,1.89,2.22
5.175,-0.02,0.85,1.17,1.44
5.185,0.54,0.80,0.50,1.09
5.195,1.50,1.02,0.68,1.94
5.205,2.44,1.42,1.69,3.29
5.215,2.61,1.74,2.89,4.26
5.225,1.72,1.71,3.62,4.36
5.235,0.03,1.22,3.82,4.02
5.245,-0.76,-0.08,3.20,3.29
5.255,0.99,-1.95,0.61,2.27
5.265,4.10,-3.59,-2.13,5.85
5.275,6.19,-4.62,-4.80,9.09
5.285,6.62,-5.08,-6.93,10.85
5.295,5.30,-4.13,-6.84,9.58
5.305,2.92,-1.83,-6.22,7.11
5.315,0.55,0.87,-5.22,5.32
5.325,-1.18,3.19,-3.64,4.98
5.335,-1.86,4.34,-1.96,5.12
5.345,-1.51,4.12,-0.71,4.44
5.355,-0.57,2.76,-0.01,2.82
5.365,0.69,0.73,0.06,1.00
5.375,1.85,-1.34,-0.42,2.33
5.385,2.67,-2.70,-0.95,3.91
5.395,2.69,-2.85,-1.31,4.13
5.405,1.85,-1.99,-1.11,2.93
5.415,0.52,-0.73,-0.94,1.30
5.425,-1.66,0.56,-0.70,1.89
5.435,-2.77,1.52,-0.16,3.16
5.445,-3.76,1.85,-0.27,4.20
5.455,-5.00,1.79,-0.39,5.32
5.465,-5.58,1.40,-0.15,5.75
5.475,-5.33,0.66,-0.00,5.37
5.485,-4.84,-0.17,0.13,4.85
5.495,-3.89,-1.01,0.36,4.04
5.505,-2.83,-1.84,0.47,3.41
5.515,-2.18,-2.53,0.37,3.36
5.525,-1.81,-2.89,0.29,3.43
5.535,-1.62,-2.73,0.44,3.21
5.545,-1.61,-2.17,0.77,2.81
5.555,-1.73,-1.54,1.08,2.56
5.565,-1.91,-0.98,1.40,2.56
5.575,-2.07,-0.58,1.53,2.64
5.585,-2.13,-0.33,1.36,2.55
5.595,-2.05,-0.26,0.93,2.27
5.605,-1.54,-0.22,0.36,1.60
5.615,-0.52,-0.09,0.07,0.53
5.625,0.64,0.10,0.42,0.77
5.635,1.46,0.15,1.02,1.79
5.645,1.88,0.05,1.33,2.30
5.655,2.13,-0.13,1.45,2.58
5.665,2.24,-0.15,1.75,2.84
5.675,2.00,-0.16,2.19,2.97
5.685,1.28,-0.57,2.71,3.05
5.695,0.81,-1.38,3.08,3.47
5.705,0.56,-2.26,3.59,4.28
5.715,0.47,-2.77,4.44,5.26
5.725,0.48,-2.85,4.99,5.77
5.735,0.36,-2.60,4.71,5.40
5.745,0.45,-1.72,3.02,3.50
5.755,2.03,0.41,-0.25,2.09
5.765,4.58,2.46,-2.70,5.86
5.775,5.31,3.85,-3.19,7.29
5.785,4.39,4.17,-3.39,6.94
5.795,3.10,3.15,-4.75,6.49
5.805,1.72,1.22,-6.23,6.58
5.815,0.93,-0.95,-7.01,7.14
5.825,0.23,-2.29,-6.83,7.21
5.835,0.39,-2.15,-6.23,6.61
5.845,1.52,-0.84,-5.64,5.90
5.855,2.30,0.94,-4.54,5.18
5.865,2.23,2.38,-2.32,4.00
5.875,1.59,2.97,-0.11,3.37
5.885,0.82,2.66,1.18,3.03
5.895,0.36,1.60,1.62,2.30
5.905,-0.31,0.26,1.36,1.41
5.915,-1.07,-0.67,1.07,1.65
5.925,-0.55,-1.33,1.15,1.84
5.935,-1.53,-2.00,0.59,2.59
5.945,-2.09,-2.42,0.17,3.20
5.955,-2.01,-2.43,-0.09,3.16
5.965,-2.36,-2.13,-0.42,3.21
5.975,-2.68,-1.49,-0.54,3.12
5.985,-3.00,-0.66,-0.46,3.11
5.996,-3.08,0.13,-0.36,3.10
6.005,-3.05,0.83,-0.30,3.17
6.015,-2.97,1.26,-0.27,3.24
6.025,-3.01,1.47,-0.26,3.36
6.036,-3.09,1.49,-0.08,3.43
6.045,-2.89,1.36,0.20,3.20
6.056,-2.55,1.10,0.45,2.81
6.065,-2.39,0.87,0.74,2.64
6.076,-2.32,0.72,1.10,2.67
6.085,-2.25,0.64,1.29,2.68
6.095,-2.25,0.57,1.19,2.61
6.106,-1.99,0.48,1.02,2.29
6.115,-1.25,0.30,0.93,1.58
6.126,-0.14,0.07,0.99,1.00
6.136,0.93,-0.07,1.08,1.43
6.146,1.54,0.08,1.00,1.84
6.156,1.71,0.65,0.90,2.04
6.166,1.72,1.44,1.12,2.51
6.176,1.34,1.99,1.73,2.96
6.185,0.56,1.96,2.08,2.91
6.196,-0.32,1.25,1.35,1.87
6.205,-0.19,0.58,0.23,0.65
6.216,1.02,0.57,0.09,1.17
6.226,2.50,1.22,1.14,3.01
6.236,3.41,2.14,2.83,4.92
6.246,2.74,2.75,4.41,5.87
6.256,1.01,2.80,5.18,5.98
6.266,-0.60,2.14,5.16,5.62
6.276,-1.91,0.57,4.45,4.88
6.286,-1.67,-1.67,2.67,3.57
6.296,0.64,-3.66,-0.16,3.72
6.306,3.83,-4.64,-2.99,6.72
6.316,6.34,-4.45,-5.07,9.26
6.326,6.93,-3.12,-6.28,9.86
6.336,5.61,-1.03,-6.40,8.57
6.346,3.14,0.94,-6.07,6.90
6.356,0.55,2.33,-5.51,6.01
6.366,-0.94,2.96,-4.31,5.32
6.376,-0.95,2.75,-2.72,3.98
6.386,-0.39,1.77,-1.29,2.23
6.396,0.09,0.33,-0.37,0.50
6.406,0.26,-1.05,-0.25,1.12
6.416,0.95,-1.93,-0.08,2.15
6.426,1.94,-2.12,-0.39,2.90
6.436,1.80,-1.55,-0.84,2.52
6.446,1.12,-0.47,-0.63,1.36
6.456,0.59,0.57,-0.20,0.84
6.466,-0.58,1.27,-0.31,1.43
6.476,-2.26,1.60,-0.38,2.80
6.486,-3.13,1.50,-0.12,3.47
6.496,-3.96,1.16,-0.16,4.13
6.506,-4.55,0.55,-0.30,4.59
6.516,-4.74,-0.22,-0.53,4.77
6.526,-4.48,-0.86,-0.60,4.60
