time,ax,ay,az,atotal
0.500,0.20,0.04,0.17,0.27
0.510,0.19,0.01,0.12,0.23
0.520,0.33,0.04,0.18,0.37
0.530,0.54,0.13,0.31,0.64
0.540,0.45,0.33,0.43,0.71
0.550,0.32,0.54,0.43,0.76
0.560,0.20,0.63,0.45,0.80
0.570,0.03,0.73,0.50,0.89
0.580,-0.10,0.78,0.51,0.94
0.590,-0.01,0.93,0.29,0.97
0.600,-0.19,0.84,0.97,1.30
0.610,-0.17,0.34,1.10,1.16
0.620,-0.23,0.10,1.11,1.14
0.631,-0.30,0.17,1.32,1.36
0.641,-0.35,0.21,1.37,1.43
0.650,-0.24,0.03,1.38,1.40
0.660,-0.12,-0.28,1.30,1.34
0.671,-0.19,-0.33,1.19,1.25
0.680,-0.50,-0.29,1.09,1.24
0.691,-0.86,-0.33,1.01,1.37
0.701,-1.20,-0.17,0.88,1.50
0.710,-1.05,-0.02,1.21,1.60
0.721,-0.75,-0.26,1.40,1.61
0.731,-0.64,-0.35,1.46,1.63
0.741,-0.53,-0.28,1.49,1.61
0.751,-0.62,-0.19,1.45,1.58
0.761,-0.84,-0.04,1.37,1.61
0.771,-0.99,0.07,1.15,1.52
0.781,-1.16,0.01,1.00,1.53
0.791,-1.27,-0.02,1.05,1.65
0.801,-1.38,-0.03,0.99,1.69
0.811,-1.50,-0.05,0.74,1.67
0.821,-1.49,-0.01,0.66,1.63
0.831,-1.51,0.08,0.89,1.76
0.841,-1.53,0.07,1.10,1.88
0.851,-1.46,-0.09,1.25,1.92
0.861,-1.35,-0.38,1.36,1.95
0.871,-1.22,-0.68,1.48,2.03
0.881,-1.13,-0.89,1.50,2.08
0.891,-1.02,-0.98,1.32,1.94
0.901,-0.92,-0.89,1.06,1.66
0.911,-0.96,-0.82,1.13,1.70
0.921,-0.86,-0.79,1.28,1.74
0.931,-0.58,-0.72,1.24,1.55
0.941,-0.32,-0.77,1.08,1.37
0.951,-0.09,-0.76,1.19,1.42
0.961,0.18,-0.73,1.22,1.43
0.971,0.33,-0.63,1.24,1.43
0.981,0.49,-0.45,0.77,1.02
0.991,0.57,-0.16,0.25,0.64
1.001,0.63,0.21,0.52,0.84
1.011,0.77,0.33,1.03,1.33
1.021,1.08,0.21,1.02,1.50
1.031,1.38,0.06,1.02,1.72
1.041,1.40,0.01,1.14,1.80
1.051,1.09,0.08,1.17,1.60
1.061,0.64,0.24,1.18,1.36
1.071,0.24,0.41,1.36,1.44
1.081,0.11,0.67,1.57,1.71
1.091,0.08,1.03,1.73,2.02
1.101,0.21,1.29,1.71,2.15
1.111,0.39,1.29,1.70,2.17
1.121,0.51,1.40,1.97,2.47
1.131,1.15,1.23,1.68,2.38
1.141,1.48,1.14,1.61,2.46
1.151,1.82,1.07,1.40,2.53
1.161,2.25,1.07,1.51,2.91
1.171,2.62,0.98,1.70,3.28
1.181,2.84,0.76,2.10,3.62
1.191,2.99,0.58,2.69,4.07
1.201,2.82,0.47,2.66,3.91
1.211,2.11,0.47,2.59,3.37
1.221,0.92,0.69,1.98,2.29
1.231,-0.16,1.14,0.95,1.49
1.241,-0.73,1.55,0.10,1.72
1.251,-0.67,1.90,-0.88,2.20
1.261,-0.17,2.09,-1.53,2.59
1.271,0.56,1.95,-1.88,2.77
1.281,1.48,1.69,-1.92,2.95
1.291,2.37,1.29,-2.29,3.54
1.301,3.13,0.97,-2.32,4.01
1.311,3.20,0.64,-1.92,3.79
1.321,2.90,0.23,-1.85,3.44
1.331,2.45,-0.19,-1.89,3.10
1.341,2.02,-0.31,-1.88,2.78
1.351,1.74,-0.16,-1.71,2.44
1.361,1.39,0.02,-1.66,2.17
1.371,1.10,0.15,-1.43,1.81
1.381,0.99,0.45,-1.18,1.60
1.391,0.63,0.74,-1.09,1.46
1.401,0.04,0.34,-1.17,1.22
1.411,-0.18,-0.10,-0.93,0.95
1.421,-0.48,-0.52,-0.57,0.91
1.431,-1.02,-1.00,-0.60,1.55
1.441,-1.69,-1.19,-0.71,2.18
1.451,-2.38,-1.10,-0.83,2.75
1.461,-3.00,-0.72,-0.86,3.20
1.471,-3.48,-0.33,-0.77,3.58
1.481,-3.62,-0.10,-0.72,3.69
1.491,-3.59,-0.05,-0.85,3.69
1.501,-3.49,-0.12,-0.86,3.60
1.511,-3.49,-0.28,-0.81,3.59
1.521,-3.41,-0.43,-0.77,3.52
1.531,-3.28,-0.48,-0.70,3.39
1.541,-3.12,-0.51,-0.64,3.22
1.551,-2.98,-0.45,-0.51,3.06
1.561,-2.83,-0.38,-0.52,2.90
1.571,-2.33,-0.04,-0.40,2.37
1.581,-1.97,0.04,-0.24,1.99
1.591,-1.67,-0.19,-0.09,1.69
1.601,-1.41,-0.41,0.20,1.48
1.611,-1.37,-0.67,0.52,1.61
1.621,-1.34,-1.12,0.51,1.82
1.631,-1.25,-1.45,0.53,1.98
1.641,-1.22,-1.54,0.75,2.10
1.651,-1.21,-1.90,0.55,2.32
1.661,-0.99,-1.96,0.54,2.26
1.671,-0.61,-1.72,0.64,1.93
1.681,-0.19,-1.49,0.71,1.66
1.691,0.22,-1.11,0.90,1.45
1.701,0.42,-0.71,0.93,1.24
1.711,0.50,-0.22,0.94,1.09
1.721,0.39,0.14,0.96,1.04
1.731,0.14,0.04,0.87,0.88
1.741,0.11,-0.20,0.76,0.80
1.751,0.11,-0.33,0.76,0.83
1.761,0.11,-0.35,0.55,0.66
1.771,0.25,-0.35,0.26,0.50
1.781,0.35,-0.03,-0.04,0.36
1.791,0.45,0.40,-0.21,0.64
1.801,0.79,0.37,-0.64,1.08
1.811,1.67,0.35,-0.63,1.82
1.821,2.84,0.38,-0.24,2.87
1.831,3.81,0.42,0.21,3.84
1.841,4.45,0.71,0.57,4.54
1.851,4.79,1.26,0.80,5.02
1.861,4.86,1.01,0.56,5.00
1.871,4.92,0.10,0.08,4.92
1.881,5.08,-0.22,-0.29,5.09
1.891,4.69,-0.17,-1.00,4.80
1.901,3.83,0.45,-1.52,4.15
1.911,3.29,1.39,-1.50,3.88
1.921,2.84,2.11,-1.60,3.89
1.931,2.32,2.58,-1.69,3.86
1.941,1.94,2.46,-1.42,3.44
1.951,1.97,2.19,-0.94,3.09
1.961,2.09,1.55,-0.62,2.68
1.971,2.16,0.88,-0.24,2.35
1.981,1.66,0.77,-0.36,1.86
1.991,1.05,0.95,-0.63,1.55
2.001,1.18,1.06,-0.87,1.81
2.011,1.62,0.78,-0.29,1.82
2.021,1.51,0.61,-0.00,1.63
2.031,0.81,0.52,-0.10,0.97
2.041,-0.19,0.25,-0.15,0.34
2.052,-1.07,-0.05,-0.32,1.12
2.062,-1.87,-0.31,-0.65,2.00
2.071,-2.75,-0.51,-0.68,2.88
2.081,-3.44,-0.58,-0.71,3.56
2.091,-3.88,-0.50,-0.84,4.00
2.101,-4.25,-0.41,-0.82,4.35
2.111,-4.65,-0.30,-0.68,4.71
2.122,-4.87,-0.25,-0.43,4.89
2.131,-4.82,-0.32,-0.26,4.84
2.141,-4.71,-0.46,-0.31,4.75
2.151,-4.54,-0.52,-0.37,4.58
2.162,-4.31,-0.56,-0.31,4.36
2.171,-3.96,-0.79,-0.40,4.06
2.182,-3.62,-0.90,-0.39,3.75
2.191,-3.16,-0.98,-0.37,3.33
2.201,-2.72,-0.92,-0.44,2.91
2.211,-2.48,-0.71,-0.46,2.62
2.222,-2.27,-0.34,-0.55,2.36
2.232,-2.06,0.22,-0.60,2.16
2.242,-1.77,0.82,-0.61,2.04
2.251,-1.50,1.28,-0.64,2.07
2.262,-1.16,1.81,-0.74,2.27
2.272,-0.79,2.44,-0.70,2.66
2.282,-0.60,2.73,-0.32,2.81
2.291,-0.82,2.33,0.03,2.47
2.301,-0.57,1.69,0.49,1.85
2.311,0.13,1.13,0.96,1.49
2.322,0.63,0.71,1.42,1.71
2.332,0.73,0.40,1.82,2.00
2.342,0.68,0.17,2.28,2.38
2.352,0.71,-0.14,2.54,2.64
2.362,0.72,-0.58,2.66,2.82
2.372,0.89,-0.78,2.91,3.15
2.382,1.00,-0.76,3.01,3.26
2.392,1.15,-0.47,2.49,2.78
2.402,1.14,-0.17,2.00,2.31
2.412,1.08,0.06,1.72,2.04
2.422,1.46,0.39,0.77,1.70
2.432,2.55,0.87,-0.15,2.70
2.442,3.93,1.86,0.32,4.35
2.452,4.65,2.54,1.67,5.55
2.462,4.63,1.91,1.55,5.24
2.472,4.93,0.76,1.72,5.28
2.482,5.11,0.38,0.72,5.17
2.492,4.01,0.58,-0.63,4.10
2.502,2.03,1.28,-1.63,2.90
2.512,0.09,1.73,-2.06,2.69
2.522,-0.91,1.53,-2.37,2.97
2.532,-0.79,1.24,-2.63,3.01
2.542,0.10,1.06,-2.43,2.65
2.552,1.18,0.76,-2.34,2.73
2.562,2.16,0.42,-2.30,3.18
2.572,2.67,0.31,-1.84,3.26
2.582,2.42,0.18,-1.14,2.69
2.592,1.76,-0.02,-0.84,1.95
2.602,0.98,0.05,-0.76,1.24
2.612,0.07,0.13,-0.79,0.81
2.622,-0.83,0.07,-0.84,1.18
2.632,-1.54,-0.12,-0.67,1.68
2.642,-2.18,-0.26,-0.54,2.26
2.652,-2.76,-0.39,-0.45,2.82
2.662,-3.39,-0.62,-0.48,3.48
2.672,-3.90,-0.84,-0.72,4.06
2.682,-4.18,-0.96,-0.77,4.36
2.692,-4.38,-1.16,-0.86,4.61
2.702,-4.46,-1.30,-1.01,4.75
2.712,-4.32,-1.16,-1.27,4.65
2.722,-4.09,-0.95,-1.27,4.39
2.732,-3.74,-0.72,-1.36,4.04
2.742,-3.36,-0.51,-1.35,3.66
2.752,-3.12,-0.15,-1.14,3.32
2.762,-2.77,-0.16,-1.02,2.96
2.772,-2.46,-0.18,-1.08,2.70
2.782,-2.09,-0.09,-0.95,2.30
2.792,-1.65,-0.04,-0.75,1.82
2.802,-1.23,-0.06,-0.64,1.39
2.812,-1.03,-0.07,-0.49,1.14
2.822,-1.09,-0.12,0.09,1.10
2.832,-1.02,-0.22,0.04,1.04
2.842,-0.86,-0.38,0.09,0.95
2.852,-0.81,-0.69,0.12,1.07
2.862,-0.73,-1.02,0.27,1.29
2.872,-0.54,-1.16,0.58,1.40
2.882,-0.27,-1.23,0.73,1.45
2.892,-0.29,-1.19,0.94,1.55
2.902,-0.49,-1.08,0.88,1.48
2.912,-0.49,-0.90,0.80,1.30
2.922,-0.37,-0.82,0.78,1.19
2.932,-0.25,-0.74,0.98,1.25
2.942,-0.08,-0.61,1.26,1.40
2.952,0.11,-0.52,1.26,1.37
2.962,0.21,-0.42,1.30,1.39
2.972,0.25,-0.33,1.43,1.49
2.982,0.29,-0.43,1.57,1.65
2.992,0.37,-0.63,1.59,1.74
3.002,0.54,-0.75,1.50,1.76
3.012,0.78,-0.61,1.58,1.87
3.022,0.98,-0.40,1.61,1.92
3.032,1.58,-0.30,1.38,2.12
3.042,2.48,-0.10,1.34,2.83
3.052,3.28,0.33,1.14,3.49
3.062,3.77,0.66,0.90,3.93
3.072,4.05,0.01,0.43,4.08
3.082,4.48,-0.76,-0.06,4.54
3.092,5.31,-0.50,0.07,5.33
3.102,5.44,0.53,0.13,5.47
3.112,5.04,1.50,-0.74,5.31
3.122,4.80,2.14,-1.59,5.49
3.132,4.11,2.26,-1.83,5.04
3.142,3.00,1.74,-2.20,4.11
3.152,2.21,1.23,-1.97,3.21
3.162,2.15,0.76,-1.39,2.67
3.172,2.73,0.31,-0.71,2.83
3.182,3.47,-0.03,0.05,3.47
3.192,3.89,0.38,0.72,3.97
3.202,2.62,0.77,0.56,2.79
3.212,1.86,0.91,0.16,2.08
3.222,1.40,0.69,0.21,1.57
3.232,0.94,0.42,0.19,1.05
3.242,0.10,0.13,0.28,0.33
3.252,-0.62,-0.07,0.35,0.71
3.262,-1.07,-0.20,0.25,1.12
3.272,-1.62,-0.26,0.09,1.64
3.282,-2.41,-0.37,-0.13,2.44
3.292,-3.15,-0.54,-0.18,3.21
3.302,-3.44,-0.73,-0.63,3.57
3.312,-3.54,-0.78,-0.88,3.73
3.322,-3.82,-0.77,-0.73,3.96
3.332,-4.10,-0.66,-0.58,4.20
3.342,-4.06,-0.50,-0.58,4.13
3.352,-3.98,-0.50,-0.61,4.06
3.362,-3.97,-0.55,-0.63,4.06
3.372,-3.82,-0.40,-0.66,3.90
3.382,-3.70,-0.26,-0.68,3.78
3.392,-3.69,-0.33,-0.75,3.78
3.402,-3.62,-0.35,-0.77,3.71
3.412,-3.52,-0.44,-0.72,3.62
3.422,-3.35,-0.45,-0.64,3.44
3.432,-3.11,-0.26,-0.57,3.17
3.442,-2.92,-0.05,-0.58,2.97
3.452,-2.80,0.14,-0.56,2.86
3.462,-2.80,0.38,-0.58,2.88
3.472,-2.73,0.59,-0.68,2.88
3.482,-2.52,0.75,-0.66,2.71
3.492,-2.10,0.76,-0.57,2.31
3.502,-1.75,0.94,-0.19,2.00
3.512,-1.49,1.08,0.33,1.87
3.522,-1.08,0.94,0.62,1.56
3.532,-0.65,0.84,0.99,1.45
3.542,-0.19,0.61,1.28,1.43
3.552,0.41,0.40,1.62,1.72
3.562,0.95,0.16,1.91,2.14
3.573,1.41,0.16,2.35,2.74
3.582,1.39,0.01,2.10,2.52
3.592,1.13,-0.29,1.99,2.31
3.603,1.10,-0.38,2.40,2.66
3.612,1.45,-0.45,3.01,3.38
3.622,1.97,-0.54,3.24,3.83
3.632,2.11,-0.65,2.73,3.51
3.642,2.26,-0.67,1.92,3.04
3.652,2.30,-0.82,1.30,2.77
3.662,2.77,-0.18,-0.08,2.77
3.673,4.00,1.50,-1.01,4.39
3.682,4.95,2.90,-0.18,5.74
3.692,5.07,2.87,1.04,5.92
3.703,5.07,1.52,2.11,5.70
3.713,4.29,-0.37,2.70,5.08
3.723,2.90,-1.63,1.31,3.58
3.733,1.22,-1.28,-0.50,1.84
3.743,-0.47,0.23,-1.43,1.52
3.753,-1.59,1.23,-2.06,2.88
3.762,-1.37,1.37,-2.57,3.22
3.773,-0.21,1.15,-2.36,2.64
3.783,0.96,0.87,-2.12,2.49
3.793,1.92,0.84,-1.78,2.76
3.803,2.48,1.04,-1.27,2.98
3.813,2.52,0.93,-1.00,2.86
3.823,2.25,0.79,-1.03,2.60
3.833,1.51,0.74,-0.86,1.89
3.843,0.53,0.56,-0.86,1.16
3.853,-0.44,0.40,-0.78,0.98
3.863,-1.34,0.23,-0.73,1.54
3.873,-2.09,0.05,-0.77,2.23
3.883,-2.68,-0.13,-0.84,2.81
3.893,-3.23,-0.28,-1.05,3.41
3.903,-3.59,-0.35,-1.38,3.86
3.913,-3.73,-0.50,-1.56,4.08
3.923,-3.81,-0.58,-1.60,4.17
3.933,-3.65,-0.56,-1.63,4.04
3.943,-3.53,-0.57,-1.43,3.85
3.953,-3.27,-0.45,-1.36,3.57
3.963,-2.95,-0.31,-1.16,3.18
3.973,-2.77,-0.20,-1.14,3.00
3.983,-2.77,-0.02,-1.36,3.08
3.993,-2.91,0.19,-1.33,3.20
4.003,-3.03,0.21,-0.90,3.17
4.013,-3.08,-0.01,-1.06,3.26
4.023,-2.98,-0.20,-1.05,3.17
4.033,-2.81,-0.32,-0.24,2.84
4.043,-2.61,-0.35,-0.56,2.69
4.053,-2.22,-0.42,-0.66,2.35
4.063,-1.96,-0.75,-0.32,2.13
4.073,-1.59,-0.89,-0.25,1.84
4.083,-1.01,-0.85,-0.06,1.32
4.093,-0.49,-0.89,0.09,1.02
4.103,-0.20,-1.01,0.35,1.09
4.113,0.17,-0.85,0.61,1.06
4.123,0.48,-0.73,0.89,1.25
4.133,0.72,-0.78,1.00,1.46
4.143,0.98,-0.76,1.05,1.62
4.153,1.11,-0.74,1.18,1.78
4.163,0.90,-0.79,1.34,1.80
4.173,0.61,-0.83,1.59,1.89
4.183,0.47,-0.87,1.82,2.07
4.193,0.55,-1.05,1.97,2.30
4.203,0.84,-1.19,2.04,2.50
4.213,1.36,-1.19,2.10,2.77
4.223,1.68,-0.89,2.12,2.85
4.233,1.58,-0.27,1.97,2.54
4.243,1.25,0.26,1.39,1.89
4.253,1.29,1.05,0.98,1.93
4.263,1.49,1.69,0.64,2.34
4.273,1.75,1.97,0.53,2.69
4.283,2.11,1.36,0.36,2.54
4.293,2.81,0.65,0.45,2.92
4.303,3.59,0.21,0.57,3.64
4.313,4.03,0.17,0.51,4.07
4.323,4.16,0.72,0.13,4.22
4.333,4.07,1.05,-0.80,4.28
4.343,3.67,1.16,-1.88,4.28
4.353,3.18,0.72,-2.83,4.32
4.363,3.12,0.19,-3.24,4.50
4.373,3.09,0.27,-2.82,4.19
4.383,3.18,0.80,-1.51,3.62
4.393,3.43,1.25,-0.45,3.68
4.403,3.49,1.72,0.21,3.90
4.413,3.20,1.87,0.66,3.77
4.423,2.71,1.59,0.45,3.17
4.433,2.06,1.06,0.36,2.35
4.443,1.43,0.37,0.38,1.53
4.453,1.06,-0.17,0.31,1.12
4.463,0.22,-0.41,0.35,0.58
4.473,-0.73,-0.51,0.37,0.96
4.483,-1.44,-0.48,0.33,1.55
4.493,-2.26,-0.62,-0.00,2.35
4.503,-3.05,-0.78,-0.16,3.15
4.513,-3.37,-0.59,-0.54,3.46
4.523,-3.45,-0.39,-0.66,3.54
4.533,-3.78,-0.13,-0.62,3.83
4.543,-4.03,0.15,-0.73,4.10
4.553,-3.96,0.42,-0.58,4.03
4.563,-3.81,0.31,-0.54,3.86
4.573,-3.77,-0.03,-0.57,3.81
4.583,-3.80,-0.40,-0.58,3.87
4.593,-3.92,-0.80,-0.58,4.04
4.603,-4.12,-1.14,-0.50,4.30
4.613,-4.17,-1.44,-0.36,4.42
4.623,-4.04,-1.52,-0.41,4.33
4.633,-3.77,-1.35,-0.55,4.04
4.643,-3.46,-1.10,-0.55,3.68
4.653,-3.14,-0.69,-0.48,3.25
4.663,-2.69,-0.26,-0.49,2.75
4.673,-2.13,0.17,-0.61,2.23
4.683,-1.72,0.65,-0.55,1.92
4.693,-1.35,1.21,-0.37,1.85
4.703,-1.04,1.66,-0.38,2.00
4.713,-0.98,1.82,-0.63,2.16
4.723,-0.70,1.90,-0.95,2.24
4.733,-0.35,1.98,-0.90,2.21
4.743,-0.03,2.08,-0.53,2.14
4.753,0.43,2.07,-0.09,2.11
4.763,0.83,1.92,0.41,2.13
4.773,1.07,1.53,0.97,2.10
4.783,1.24,0.93,1.50,2.16
4.793,1.22,0.41,2.04,2.41
4.803,1.14,-0.13,2.57,2.82
4.813,1.10,-0.54,2.90,3.15
4.823,1.22,-0.89,3.17,3.51
4.833,1.39,-1.11,3.58,3.99
4.843,1.61,-1.09,3.91,4.36
4.853,1.80,-0.70,3.66,4.14
4.863,1.72,-0.06,2.92,3.39
4.873,1.23,0.41,1.38,1.89
4.883,0.78,0.58,-0.82,1.27
4.893,1.75,1.69,-0.87,2.58
4.903,3.61,3.45,0.78,5.05
4.913,4.36,3.61,1.18,5.78
4.923,4.93,1.84,3.21,6.16
4.933,5.09,-0.58,3.21,6.04
4.943,3.89,-2.71,1.55,4.98
4.953,2.20,-2.85,-0.57,3.64
4.963,-0.01,-1.35,-1.48,2.01
4.973,-1.73,-0.12,-2.13,2.75
4.983,-1.88,0.17,-2.70,3.29
4.993,-0.58,0.16,-2.58,2.65
5.003,0.66,0.06,-2.24,2.34
5.013,1.46,-0.02,-1.90,2.40
5.023,2.09,0.09,-1.42,2.53
5.033,2.46,0.16,-1.10,2.70
5.043,2.29,0.37,-1.01,2.53
5.053,1.31,0.51,-1.09,1.78
5.063,0.18,0.62,-1.24,1.40
5.073,-0.80,0.64,-1.11,1.52
5.084,-1.72,0.43,-1.01,2.04
5.093,-2.36,0.10,-1.00,2.56
5.103,-2.84,-0.25,-1.14,3.07
5.113,-3.19,-0.40,-1.19,3.42
5.123,-3.41,-0.43,-1.13,3.62
5.133,-3.39,-0.55,-1.14,3.62
5.143,-3.24,-0.68,-1.07,3.47
5.153,-3.03,-0.79,-1.27,3.38
5.163,-2.89,-0.85,-1.35,3.30
5.174,-2.91,-0.49,-1.49,3.31
5.183,-3.03,-0.35,-1.50,3.40
5.193,-3.14,-0.23,-1.56,3.51
5.203,-3.28,-0.06,-1.15,3.47
5.213,-3.35,-0.17,-1.30,3.60
5.224,-3.14,-0.17,-1.39,3.44
5.233,-2.69,-0.08,-1.42,3.04
5.244,-2.34,-0.18,-0.98,2.54
5.254,-1.72,-0.14,-0.83,1.92
5.263,-1.04,-0.25,-0.94,1.42
5.274,-0.73,-0.44,-0.75,1.13
5.283,-0.40,-0.58,-0.39,0.80
5.294,0.14,-0.60,-0.19,0.64
5.304,0.63,-0.56,-0.19,0.86
5.313,0.70,-0.35,-0.16,0.79
5.324,0.31,-0.25,0.01,0.39
5.334,-0.27,-0.34,0.07,0.44
5.344,-0.67,-0.39,0.25,0.82
5.354,-0.88,-0.48,0.39,1.08
5.364,-0.87,-0.57,0.61,1.21
5.374,-0.65,-0.69,0.91,1.32
5.384,-0.46,-0.98,1.09,1.54
5.394,-0.27,-1.15,1.27,1.73
5.404,-0.06,-1.16,1.49,1.88
5.414,-0.03,-1.02,1.75,2.03
5.424,-0.03,-0.95,1.98,2.20
5.434,0.05,-1.04,2.16,2.40
5.444,0.12,-1.28,2.36,2.69
5.454,0.16,-1.55,2.43,2.89
5.464,0.28,-1.57,2.05,2.60
5.474,0.50,-1.22,1.69,2.15
5.484,0.78,-0.78,1.34,1.74
5.494,1.28,-0.20,0.91,1.58
5.504,2.00,0.45,0.61,2.14
5.514,2.60,1.00,0.23,2.79
5.524,2.74,1.48,0.05,3.12
5.534,3.08,1.42,0.05,3.39
5.544,3.68,0.60,0.04,3.73
5.554,3.66,0.21,0.18,3.67
5.564,3.71,0.89,0.56,3.86
5.574,4.19,1.41,0.52,4.46
5.584,4.16,1.69,0.02,4.49
5.594,3.68,1.37,-0.86,4.02
5.604,3.16,0.77,-1.61,3.63
5.614,2.43,0.07,-1.84,3.04
5.624,1.90,-0.35,-1.47,2.43
5.634,2.09,-0.28,-0.87,2.28
5.644,2.86,0.06,-0.08,2.86
5.654,3.40,0.54,0.44,3.47
5.664,3.20,0.85,0.68,3.38
5.674,2.43,0.79,0.76,2.67
5.684,1.41,0.43,0.59,1.59
5.694,0.67,0.16,0.06,0.69
5.704,-0.04,0.00,-0.09,0.10
5.714,-0.81,-0.09,-0.11,0.82
5.724,-1.15,-0.04,-0.20,1.17
5.734,-1.36,-0.02,-0.28,1.38
5.744,-1.48,-0.03,-0.36,1.53
5.754,-1.61,-0.04,-0.42,1.66
5.764,-1.97,-0.05,-0.44,2.02
5.774,-2.33,-0.17,-0.41,2.37
5.784,-2.40,-0.21,-0.41,2.45
5.794,-2.22,-0.13,-0.80,2.36
5.804,-2.25,0.09,-0.87,2.41
5.814,-2.46,0.20,-0.69,2.56
5.824,-2.63,0.16,-0.73,2.74
5.834,-2.88,0.08,-0.64,2.95
5.844,-3.10,-0.13,-0.67,3.18
5.854,-3.27,-0.36,-0.72,3.37
5.864,-3.40,-0.39,-0.73,3.50
5.874,-3.38,-0.35,-0.85,3.50
5.884,-3.33,-0.20,-0.84,3.44
5.894,-3.22,0.01,-0.83,3.32
5.904,-3.03,0.11,-0.84,3.14
5.914,-2.75,0.23,-0.77,2.86
5.924,-2.46,0.33,-0.75,2.60
5.934,-2.26,0.34,-0.73,2.40
5.944,-2.01,0.36,-0.66,2.14
5.954,-1.75,0.35,-0.59,1.88
5.964,-1.53,0.38,-0.44,1.63
5.974,-1.44,0.44,-0.36,1.54
5.984,-1.35,0.50,-0.37,1.49
5.994,-1.22,0.58,-0.34,1.39
6.004,-1.27,0.77,-0.10,1.48
6.014,-1.32,0.94,0.19,1.63
6.024,-1.18,0.90,0.20,1.50
6.034,-0.82,0.94,0.26,1.27
6.044,-0.39,1.03,0.51,1.22
6.054,-0.08,0.96,0.77,1.23
6.064,0.15,0.78,1.08,1.35
6.074,0.25,0.57,1.50,1.62
6.084,0.21,0.29,1.85,1.88
6.094,0.31,-0.01,2.11,2.13
6.104,0.63,-0.41,2.19,2.31
6.114,1.16,-0.72,2.20,2.59
6.124,1.66,-0.97,2.46,3.12
6.134,2.12,-1.17,2.80,3.70
6.144,2.45,-1.19,2.91,3.99
6.154,2.43,-1.11,2.42,3.61
6.164,1.99,-1.05,1.24,2.56
6.174,1.50,-1.01,0.35,1.85
6.184,1.77,-0.10,0.08,1.77
6.194,3.02,1.42,-0.07,3.34
6.204,4.05,2.40,0.16,4.71
6.214,4.77,2.41,1.16,5.47
6.224,5.31,1.39,2.12,5.89
6.234,5.09,-0.09,2.04,5.48
6.244,3.70,-0.95,1.41,4.08
6.254,1.36,-0.74,0.15,1.55
6.264,-0.96,0.40,-0.94,1.40
6.274,-2.50,1.41,-1.27,3.14
6.284,-2.63,1.64,-1.34,3.38
6.294,-1.47,1.09,-1.26,2.22
6.304,0.29,0.32,-1.15,1.23
6.314,1.82,-0.19,-1.04,2.11
6.324,2.71,-0.30,-1.09,2.94
6.334,2.89,-0.08,-0.98,3.06
6.344,2.33,0.23,-0.86,2.49
6.354,1.21,0.44,-0.81,1.52
6.364,0.18,0.54,-0.73,0.92
6.374,-0.44,0.67,-0.53,0.96
6.384,-0.84,0.76,-0.42,1.21
6.394,-1.20,0.70,-0.33,1.43
6.404,-1.58,0.52,-0.45,1.72
6.414,-2.03,0.27,-0.38,2.09
6.424,-2.41,0.09,-0.44,2.45
6.434,-2.73,-0.08,-0.66,2.81
6.444,-2.93,-0.21,-0.78,3.04
6.454,-3.04,-0.30,-0.79,3.16
6.464,-3.03,-0.41,-0.85,3.18
